Date,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num,Flight_num
1/7/2011,Air New Zealand,New Zealand,105630,1701.341,248.684,98912,2005.383,0.712,2011,7,A042
1/7/2011,Asiana Airlines,Korea,7893,176.744,35.146,6236,107.794,0,2011,7,A070
1/7/2011,British Airways,Singapore,3132,126.437,0,2454,71.628,0,2011,7,A135
1/7/2011,British Airways,Thailand,4073,63.579,0,3419,40.479,0,2011,7,A135
1/7/2011,British Airways,UK,9341,444.734,68.77,5884,101.806,0,2011,7,A135
1/7/2011,China Airlines,New Zealand,2478,28.188,0,3025,141.193,0.166,2011,7,A088
1/7/2011,China Airlines,Taiwan,8204,130.007,22.011,8171,79.055,0.308,2011,7,A088
1/7/2011,China Eastern Airlines,China,14233,221.303,28.823,9875,179.433,2.058,2011,7,A091
1/7/2011,China Southern Airlines,China,23260,971.11,85.701,17885,24.26,25.64,2011,7,A095
1/7/2011,Emirates,Malaysia,1787,8.519,0.604,2630,6.214,0,2011,7,A109
1/7/2011,Emirates,New Zealand,24721,1184.555,0,20113,905.078,0,2011,7,A109
1/7/2011,Emirates,Singapore,5882,147.351,0,6210,433.543,0,2011,7,A109
1/7/2011,Emirates,Thailand,1801,8.09,0,2318,1.462,0,2011,7,A109
1/7/2011,Emirates,United Arab Emirates,78114,2276.979,66.006,51040,1844.608,0.016,2011,7,A109
1/7/2011,Etihad Airways,Singapore,799,45.66,0,656,57.8,0,2011,7,A111
1/7/2011,Etihad Airways,United Arab Emirates,23865,778.096,110.629,19853,876.487,39.434,2011,7,A111
1/7/2011,Eva Air,Taiwan,2134,103.93,6.587,1684,21.751,0,2011,7,A112
1/7/2011,Garuda Indonesia,Indonesia,29728,538.45,3.098,26372,178.204,0.038,2011,7,A121
1/7/2011,Hainan Airlines,China,1681,115,0,1196,12.76,0,2011,7,A128
1/7/2011,Hawaiian Airlines,USA,7619,48.456,1.05,7104,29.116,0.002,2011,7,A134
1/7/2011,Japan Airlines,Japan,6290,226.069,157.708,4594,123.902,0,2011,7,A147
1/7/2011,Korean Air,Korea,14869,780.039,125.158,12509,638.31,3.19,2011,7,A159
1/7/2011,Malaysia Airlines,Indonesia,0,0,0,0,155.781,0,2011,7,A186
1/7/2011,Malaysia Airlines,Malaysia,58112,3070.182,22.558,52452,968.832,0,2011,7,A186
1/7/2011,Philippine Airlines,Philippines,7435,271.203,0,4931,65.901,0,2011,7,A199
1/7/2011,Qantas Airways,Argentina,2723,119.014,1.137,2713,40.017,1.025,2011,7,A201
1/7/2011,Qantas Airways,China,7919,616.974,29.052,5568,144.959,4.7,2011,7,A201
1/7/2011,Qantas Airways,Germany,3777,121.079,19.9,2966,19.752,37.593,2011,7,A201
1/7/2011,Qantas Airways,Hong Kong (SAR),26780,1424.128,22.174,20313,342.776,29.298,2011,7,A201
1/7/2011,Qantas Airways,India,532,49.443,0,287,5.69,0.697,2011,7,A201
1/7/2011,Qantas Airways,Indonesia,4339,94.52,0.328,4146,109.865,2.552,2011,7,A201
1/7/2011,Qantas Airways,Japan,8801,163.317,42.215,6770,155.837,49.917,2011,7,A201
1/7/2011,Qantas Airways,Korea,0,0,0,0,0.711,0,2011,7,A201
1/7/2011,Qantas Airways,Macau,0,0,0,0,19,0,2011,7,A201
1/7/2011,Qantas Airways,New Caledonia,2350,1.892,0.253,2263,9.11,1.822,2011,7,A201
1/7/2011,Qantas Airways,New Zealand,49491,758.852,37.478,47434,1053.838,176.733,2011,7,A201
1/7/2011,Qantas Airways,Papua New Guinea,2052,0,0,1890,0,0,2011,7,A201
1/7/2011,Qantas Airways,Philippines,4166,69.235,6.804,3181,37.313,1.59,2011,7,A201
1/7/2011,Qantas Airways,Qatar,0,0,0,0,68.16,0,2011,7,A201
1/7/2011,Qantas Airways,Singapore,51653,1476.441,107.973,44014,1381.045,124.851,2011,7,A201
1/7/2011,Qantas Airways,South Africa,9048,138.572,3.788,7552,61.856,8.879,2011,7,A201
1/7/2011,Qantas Airways,Thailand,3480,109.105,1.376,2889,121.321,13.516,2011,7,A201
1/7/2011,Qantas Airways,UK,21878,431.736,119.765,15008,75.062,91.054,2011,7,A201
1/7/2011,Qantas Airways,USA,52152,2063.968,245.328,47400,242.505,114.887,2011,7,A201
1/7/2011,Qantas Airways,Vietnam,0,0,0,0,0.902,0,2011,7,A201
1/7/2011,Qatar Airways,Qatar,7464,328.844,6.577,6045,584.207,0.034,2011,7,A210
1/7/2011,Singapore Airlines,New Zealand,0,387.648,0,0,678.587,0,2011,7,A225
1/7/2011,Singapore Airlines,Singapore,120608,6937.578,247.48,94285,3183.692,0.577,2011,7,A225
1/7/2011,South African Airways,South Africa,5163,90.249,1.005,4615,184.459,2.004,2011,7,A231
1/7/2011,United Airlines,USA,21056,2.711,119.196,18034,477.484,5.485,2011,7,A262
1/7/2011,Vietnam Airlines,Vietnam,14243,534.726,0,10398,72.871,0,2011,7,A267
1/7/2011,Virgin Atlantic Airways,Hong Kong (SAR),4760,508.245,0,3374,118.259,0,2011,7,A272
1/7/2011,Virgin Atlantic Airways,UK,3296,56.543,0,2090,14.491,0,2011,7,A272
1/7/2011,Virgin Australia,Fiji,16101,4.501,0,15497,10.638,0,2011,7,A273
1/7/2011,Virgin Australia,Indonesia,24760,0,0,23335,0,0,2011,7,A273
1/7/2011,Virgin Australia,New Zealand,36429,61.497,0,36439,55.845,0,2011,7,A273
1/7/2011,Virgin Australia,Papua New Guinea,2004,1.379,0,1837,19.769,0,2011,7,A273
1/7/2011,Virgin Australia,Solomon Islands,902,0,0,813,6.14,0,2011,7,A273
1/7/2011,Virgin Australia,Thailand,2257,0,0,2209,0,0,2011,7,A273
1/7/2011,Virgin Australia,Tonga,1027,0.992,0,1064,0.722,0,2011,7,A273
1/7/2011,Virgin Australia,Vanuatu,1898,10.57,0,1781,10.987,0,2011,7,A273
1/8/2011,Aerolineas Argentinas,Argentina,1066,3.599,1.944,1125,19.956,0,2011,8,A007
1/8/2011,Aerolineas Argentinas,New Zealand,665,30.556,0,855,9.986,0,2011,8,A007
1/8/2011,Air Canada,Canada,6849,289.777,41.214,7590,230.671,14.594,2011,8,A016
1/8/2011,Air China,China,9782,264.298,41.146,9837,260.8,7.042,2011,8,A020
1/8/2011,Air Mauritius,Mauritius,1769,81.014,0.008,2046,16.57,0,2011,8,A040
1/8/2011,Air New Zealand,Cook Islands,756,0.879,0,761,2.885,0,2011,8,A042
1/8/2011,Air New Zealand,New Zealand,98063,1729.339,254.389,99018,1868.16,0.128,2011,8,A042
1/8/2011,Asiana Airlines,Korea,5630,180.519,30.096,6483,114.266,0,2011,8,A070
1/8/2011,British Airways,Singapore,2626,119.619,0,1969,68.962,0,2011,8,A135
1/8/2011,British Airways,Thailand,3907,49.996,0,2806,20.652,0,2011,8,A135
1/8/2011,British Airways,UK,5817,547.875,84.048,7909,78.793,0.069,2011,8,A135
1/8/2011,China Airlines,New Zealand,1772,30.518,0,2725,4.609,0.264,2011,8,A088
1/8/2011,China Airlines,Taiwan,7089,181.751,15.924,8514,81.423,0.681,2011,8,A088
1/8/2011,China Eastern Airlines,China,11762,313.854,62.595,12341,192.854,3.131,2011,8,A091
1/8/2011,China Southern Airlines,China,19775,890.037,79.099,20908,22.216,22.839,2011,8,A095
1/8/2011,Emirates,Malaysia,2405,7.359,0,2360,16.039,0,2011,8,A109
1/8/2011,Emirates,New Zealand,21097,1296.357,0,17356,864.374,0.116,2011,8,A109
1/8/2011,Emirates,Singapore,6380,161.532,0.039,5331,398.942,3.112,2011,8,A109
1/8/2011,Emirates,Thailand,2585,3.935,0,1909,0.037,0,2011,8,A109
1/8/2011,Emirates,United Arab Emirates,54870,2162.009,68.629,58955,1838.358,0,2011,8,A109
1/8/2011,Etihad Airways,Singapore,552,41.535,0,609,43.059,0,2011,8,A111
1/8/2011,Etihad Airways,United Arab Emirates,22326,883.615,119.407,21995,929.709,24.236,2011,8,A111
1/8/2011,Eva Air,Taiwan,1701,78.468,7.356,1689,30.167,0,2011,8,A112
1/8/2011,Garuda Indonesia,Indonesia,26176,584.463,6.396,21291,141.443,0,2011,8,A121
1/8/2011,Hainan Airlines,China,1461,117.44,0,1651,14.71,0,2011,8,A128
1/8/2011,Hawaiian Airlines,USA,5169,25.961,0.263,5195,24.095,0,2011,8,A134
1/8/2011,Japan Airlines,Japan,6263,218.285,104.477,6552,173.459,0.087,2011,8,A147
1/8/2011,Korean Air,Korea,11479,833.611,104.548,13647,673.381,3.273,2011,8,A159
1/8/2011,Malaysia Airlines,Indonesia,0,0,0,0,0,0,2011,8,A186
1/8/2011,Malaysia Airlines,Malaysia,49956,2980.23,24.666,46935,943.525,0,2011,8,A186
1/8/2011,Philippine Airlines,Philippines,4775,274.673,0,4610,75.517,0,2011,8,A199
1/8/2011,Qantas Airways,Argentina,2408,117.398,0,2733,22.269,1.084,2011,8,A201
1/8/2011,Qantas Airways,China,5283,645.905,28.656,5672,252.733,5.489,2011,8,A201
1/8/2011,Qantas Airways,Germany,2969,124.232,20.875,3133,15.906,37.2,2011,8,A201
1/8/2011,Qantas Airways,Hong Kong (SAR),20049,1415.518,25.631,23533,407.634,28.914,2011,8,A201
1/8/2011,Qantas Airways,India,218,37.396,0,183,1.456,0.78,2011,8,A201
1/8/2011,Qantas Airways,Indonesia,3207,137.27,0.461,2198,93.507,2.746,2011,8,A201
1/8/2011,Qantas Airways,Japan,6817,151.436,28.146,8674,137.034,35.079,2011,8,A201
1/8/2011,Qantas Airways,Kazakhstan,0,0,0,0,325.56,0,2011,8,A201
1/8/2011,Qantas Airways,Korea,0,0,0,0,9.522,0,2011,8,A201
1/8/2011,Qantas Airways,New Caledonia,1931,0.285,0.255,1541,10.376,1.844,2011,8,A201
1/8/2011,Qantas Airways,New Zealand,43191,690.546,42.769,43904,1356.445,176.227,2011,8,A201
1/8/2011,Qantas Airways,Papua New Guinea,1953,0,0,1783,0,0,2011,8,A201
1/8/2011,Qantas Airways,Philippines,3162,72.896,18.892,2586,74.506,1.417,2011,8,A201
1/8/2011,Qantas Airways,Singapore,40432,1534.223,120.003,37594,1669.587,119.507,2011,8,A201
1/8/2011,Qantas Airways,South Africa,6809,152.206,3.886,6039,60.679,8.151,2011,8,A201
1/8/2011,Qantas Airways,Thailand,3880,119.599,1.428,2995,168.407,13.152,2011,8,A201
1/8/2011,Qantas Airways,UK,15138,441.135,111.23,18118,100.133,88.567,2011,8,A201
1/8/2011,Qantas Airways,USA,40100,2287.962,295.149,48653,331.801,113.183,2011,8,A201
1/8/2011,Qantas Airways,Vietnam,0,0,0,0,0.712,0,2011,8,A201
1/8/2011,Qatar Airways,Qatar,5773,313.446,4.993,6063,595.84,0.023,2011,8,A210
1/8/2011,Singapore Airlines,New Zealand,0,282.456,0,0,680.557,0,2011,8,A225
1/8/2011,Singapore Airlines,Singapore,99707,7671.907,347.795,96249,3195.788,0.635,2011,8,A225
1/8/2011,South African Airways,South Africa,4691,80.604,1.402,4169,207.114,2.603,2011,8,A231
1/8/2011,United Airlines,USA,15634,1.463,265.788,18191,464.631,3.912,2011,8,A262
1/8/2011,Vietnam Airlines,Vietnam,10035,527.185,0,8283,55.645,0,2011,8,A267
1/8/2011,Virgin Atlantic Airways,Hong Kong (SAR),3366,469.841,0,3729,117.682,0,2011,8,A272
1/8/2011,Virgin Atlantic Airways,UK,2091,156.564,0,2800,17.005,0,2011,8,A272
1/8/2011,Virgin Australia,Fiji,14779,0,0,15148,8.864,0,2011,8,A273
1/8/2011,Virgin Australia,Indonesia,21865,0,0,21088,0,0,2011,8,A273
1/8/2011,Virgin Australia,New Zealand,33930,54.81,0,37346,54.214,0,2011,8,A273
1/8/2011,Virgin Australia,Papua New Guinea,1637,0,0,1796,11.938,0,2011,8,A273
1/8/2011,Virgin Australia,Solomon Islands,674,0,0,664,5.861,0,2011,8,A273
1/8/2011,Virgin Australia,Thailand,2056,0,0,1883,0,0,2011,8,A273
1/8/2011,Virgin Australia,Tonga,1177,1.878,0,1130,1.485,0,2011,8,A273
1/8/2011,Virgin Australia,Vanuatu,1806,4.387,0,1778,6.984,0,2011,8,A273
1/9/2011,Aerolineas Argentinas,Argentina,1677,4.686,2.045,1639,25.445,0,2011,9,A007
1/9/2011,Aerolineas Argentinas,New Zealand,1044,43.776,0,1183,10.993,0,2011,9,A007
1/9/2011,Air Canada,Canada,7596,265.698,31.286,6367,181.324,16.153,2011,9,A016
1/9/2011,Air China,China,10384,315.32,48.294,11033,248.296,7.293,2011,9,A020
1/9/2011,Air Mauritius,Mauritius,1630,39.108,0.003,2044,20.475,0,2011,9,A040
1/9/2011,Air New Zealand,Cook Islands,567,0.65,0,766,4.99,0,2011,9,A042
1/9/2011,Air New Zealand,New Zealand,91107,1803.743,243.283,97552,1772.186,0.511,2011,9,A042
1/9/2011,Asiana Airlines,Korea,5865,151.962,27.972,6082,94.393,0,2011,9,A070
1/9/2011,British Airways,Singapore,2926,105.996,0,2353,56.814,0,2011,9,A135
1/9/2011,British Airways,Thailand,3898,33.02,0,3178,18.603,0,2011,9,A135
1/9/2011,British Airways,UK,8699,504.618,79.277,7948,105.925,0,2011,9,A135
1/9/2011,China Airlines,New Zealand,1533,19.253,1.166,2325,70.187,1.525,2011,9,A088
1/9/2011,China Airlines,Taiwan,5968,142.51,17.803,6937,100.609,0.489,2011,9,A088
1/9/2011,China Eastern Airlines,China,10758,308.947,36.565,12013,185.004,2.445,2011,9,A091
1/9/2011,China Southern Airlines,China,19023,855.25,80.838,21307,37.224,25.887,2011,9,A095
1/9/2011,Emirates,Malaysia,1864,9.689,0,2598,7.508,0,2011,9,A109
1/9/2011,Emirates,New Zealand,21134,1644.363,0,21656,840.888,0.004,2011,9,A109
1/9/2011,Emirates,Singapore,6439,150.342,0.003,6389,429.891,0,2011,9,A109
1/9/2011,Emirates,Thailand,1988,18.582,0,1566,0.08,0,2011,9,A109
1/9/2011,Emirates,United Arab Emirates,63290,2775.804,91.946,64540,1921.26,0.003,2011,9,A109
1/9/2011,Etihad Airways,Singapore,661,35.535,0,855,34.416,0,2011,9,A111
1/9/2011,Etihad Airways,United Arab Emirates,23563,814.749,67.437,23403,822.031,23.345,2011,9,A111
1/9/2011,Eva Air,Taiwan,1965,76.596,7.814,2024,51.896,0,2011,9,A112
1/9/2011,Garuda Indonesia,Indonesia,22744,513.041,3.287,28636,140.57,0,2011,9,A121
1/9/2011,Hainan Airlines,China,1386,88.48,0,1576,7.21,0,2011,9,A128
1/9/2011,Hawaiian Airlines,USA,5196,46.912,0,5397,32.752,0,2011,9,A134
1/9/2011,Japan Airlines,Japan,5428,238.527,117.738,6199,222.426,0,2011,9,A147
1/9/2011,Korean Air,Korea,12016,819.6,109.497,12289,688.938,3.177,2011,9,A159
1/9/2011,Malaysia Airlines,Indonesia,0,0,0,0,35,0,2011,9,A186
1/9/2011,Malaysia Airlines,Malaysia,51704,2704.212,20.708,52502,1165.681,0,2011,9,A186
1/9/2011,Philippine Airlines,Philippines,4562,213.546,0,4779,84.342,0,2011,9,A199
1/9/2011,Qantas Airways,Argentina,2672,35.701,0,2735,33.18,0.751,2011,9,A201
1/9/2011,Qantas Airways,China,5630,611.487,31.841,5595,169.814,5.038,2011,9,A201
1/9/2011,Qantas Airways,Germany,3502,106.327,23.28,2695,15.879,38.427,2011,9,A201
1/9/2011,Qantas Airways,Guam,0,0,0,0,0,0,2011,9,A201
1/9/2011,Qantas Airways,Hong Kong (SAR),22339,1198.223,23.561,21299,425.466,29.714,2011,9,A201
1/9/2011,Qantas Airways,India,288,28.979,0,253,0.405,0.68,2011,9,A201
1/9/2011,Qantas Airways,Indonesia,2999,114.356,0.311,4111,70.145,2.199,2011,9,A201
1/9/2011,Qantas Airways,Japan,6200,187.453,26.931,7941,258.647,34.834,2011,9,A201
1/9/2011,Qantas Airways,Kazakhstan,0,0,0,0,202.377,0,2011,9,A201
1/9/2011,Qantas Airways,Korea,0,0,0,0,6.537,0,2011,9,A201
1/9/2011,Qantas Airways,New Caledonia,1658,1.227,0.163,2129,9.421,1.578,2011,9,A201
1/9/2011,Qantas Airways,New Zealand,44170,857.915,48.309,48293,1136.185,180.975,2011,9,A201
1/9/2011,Qantas Airways,Papua New Guinea,2185,0,0,1894,0,0,2011,9,A201
1/9/2011,Qantas Airways,Philippines,3217,96.616,6.851,3306,64.501,1.644,2011,9,A201
1/9/2011,Qantas Airways,Singapore,44190,1505.501,119.607,41879,1585.627,123.978,2011,9,A201
1/9/2011,Qantas Airways,South Africa,7257,135.971,5.414,7047,68.633,9.055,2011,9,A201
1/9/2011,Qantas Airways,Taiwan,0,0,0,0,0,0,2011,9,A201
1/9/2011,Qantas Airways,Thailand,3375,108.799,1.14,3066,88.111,12.006,2011,9,A201
1/9/2011,Qantas Airways,UK,18467,466.641,101.039,18229,83.335,92.6,2011,9,A201
1/9/2011,Qantas Airways,United Arab Emirates,0,0,0,0,0,0,2011,9,A201
1/9/2011,Qantas Airways,USA,46843,2043.676,280.352,50655,265.813,114.972,2011,9,A201
1/9/2011,Qatar Airways,Qatar,6651,312.022,7.294,6382,482.186,0.027,2011,9,A210
1/9/2011,Singapore Airlines,New Zealand,0,308.648,0,0,758.58,0,2011,9,A225
1/9/2011,Singapore Airlines,Singapore,104976,7325.654,284.25,110813,3029.812,0.621,2011,9,A225
1/9/2011,South African Airways,South Africa,5935,47.253,1.303,5069,212.718,1.553,2011,9,A231
1/9/2011,United Airlines,USA,18863,0.779,205.279,19747,435.746,4.155,2011,9,A262
1/9/2011,Vietnam Airlines,Vietnam,10032,449.792,0,11446,130.494,0,2011,9,A267
1/9/2011,Virgin Atlantic Airways,Hong Kong (SAR),3328,502.125,0,3151,149.092,0,2011,9,A272
1/9/2011,Virgin Atlantic Airways,UK,3026,30.65,0,2487,12.712,0,2011,9,A272
1/9/2011,Virgin Australia,Fiji,14966,1.039,0,15997,7.764,0,2011,9,A273
1/9/2011,Virgin Australia,Indonesia,20502,0,0,22806,0,0,2011,9,A273
1/9/2011,Virgin Australia,New Zealand,30222,59.376,0,36340,35.442,0,2011,9,A273
1/9/2011,Virgin Australia,Papua New Guinea,1803,0.608,0,1843,13.246,0,2011,9,A273
1/9/2011,Virgin Australia,Solomon Islands,680,0,0,774,7.018,0,2011,9,A273
1/9/2011,Virgin Australia,Thailand,1589,0,0,1495,0,0,2011,9,A273
1/9/2011,Virgin Australia,Tonga,1148,1.756,0,1302,0.729,0,2011,9,A273
1/9/2011,Virgin Australia,Vanuatu,1870,6.76,0,2086,6.722,0,2011,9,A273
1/10/2011,Aerolineas Argentinas,Argentina,1480,4.767,2.099,1355,21.191,0,2011,10,A007
1/10/2011,Aerolineas Argentinas,New Zealand,1360,36.359,0,1667,63.704,0,2011,10,A007
1/10/2011,Air Canada,Canada,7781,313.425,21.566,5920,142.991,16.567,2011,10,A016
1/10/2011,Air China,China,10836,344.109,35.225,9101,218.443,4.845,2011,10,A020
1/10/2011,Air Mauritius,Mauritius,2356,31.23,0.009,1619,35.108,0,2011,10,A040
1/10/2011,Air New Zealand,Cook Islands,881,3.426,0,869,4.483,0,2011,10,A042
1/10/2011,Air New Zealand,New Zealand,112520,2020.229,226.07,105750,1804.396,0.669,2011,10,A042
1/10/2011,Asiana Airlines,Korea,7857,181.913,32.117,6675,128.534,0,2011,10,A070
1/10/2011,British Airways,Singapore,3360,102.791,0,2049,56.963,0,2011,10,A135
1/10/2011,British Airways,Thailand,4282,22.273,0,2741,18.7,0,2011,10,A135
1/10/2011,British Airways,UK,9151,489.197,88.496,5820,189.945,0,2011,10,A135
1/10/2011,China Airlines,New Zealand,2466,39.825,0.05,2983,73.976,0.045,2011,10,A088
1/10/2011,China Airlines,Taiwan,7341,114.63,32.701,6873,65.706,0.494,2011,10,A088
1/10/2011,China Eastern Airlines,China,13648,270.692,29.11,11967,175.502,2.173,2011,10,A091
1/10/2011,China Southern Airlines,China,22289,1069.395,79.491,20963,63.735,23.845,2011,10,A095
1/10/2011,Emirates,Malaysia,1656,2.643,0.076,2454,27.199,0,2011,10,A109
1/10/2011,Emirates,New Zealand,27403,1430.025,0.038,23810,721.99,0,2011,10,A109
1/10/2011,Emirates,Singapore,6977,159.572,0,5266,527.367,0,2011,10,A109
1/10/2011,Emirates,Thailand,2905,1.038,0,3843,0.086,0,2011,10,A109
1/10/2011,Emirates,United Arab Emirates,82085,2972.519,87.438,43774,1915.517,0.042,2011,10,A109
1/10/2011,Etihad Airways,Singapore,737,53.24,0,930,27.007,0,2011,10,A111
1/10/2011,Etihad Airways,United Arab Emirates,24018,884.984,90.705,17059,846.108,27.915,2011,10,A111
1/10/2011,Eva Air,Taiwan,1868,86.499,7.033,1656,20.871,0,2011,10,A112
1/10/2011,Garuda Indonesia,Indonesia,29286,673.068,5.476,26009,199.497,0.096,2011,10,A121
1/10/2011,Hainan Airlines,China,1836,143.42,0,1559,16.15,0,2011,10,A128
1/10/2011,Hawaiian Airlines,USA,5399,34.569,2.211,4895,35.387,0.107,2011,10,A134
1/10/2011,Japan Airlines,Japan,6541,215.3,162.107,5611,145.515,0.003,2011,10,A147
1/10/2011,Korean Air,Korea,16569,776.196,111.845,11722,493.624,7.406,2011,10,A159
1/10/2011,Malaysia Airlines,China,0,117.091,0,0,0,0,2011,10,A186
1/10/2011,Malaysia Airlines,Indonesia,0,0,0,0,9.575,0,2011,10,A186
1/10/2011,Malaysia Airlines,Malaysia,52718,3172.49,18.748,43245,1261.396,0,2011,10,A186
1/10/2011,Philippine Airlines,Philippines,6308,165.875,0,4949,80.645,0,2011,10,A199
1/10/2011,Qantas Airways,Argentina,3174,45.775,0,3065,59.729,0.922,2011,10,A201
1/10/2011,Qantas Airways,China,6880,621.854,28.365,5872,125.036,4.621,2011,10,A201
1/10/2011,Qantas Airways,Germany,3263,120.83,21.327,2081,16.671,39.455,2011,10,A201
1/10/2011,Qantas Airways,Hong Kong (SAR),25130,1545.37,21.179,21426,602.189,28.818,2011,10,A201
1/10/2011,Qantas Airways,India,475,36.47,0,366,0.554,0.611,2011,10,A201
1/10/2011,Qantas Airways,Indonesia,2827,95.231,0.379,2297,53.91,2.547,2011,10,A201
1/10/2011,Qantas Airways,Japan,8216,149.516,28.485,7442,239.217,44.351,2011,10,A201
1/10/2011,Qantas Airways,Kazakhstan,0,0,0,0,114,0,2011,10,A201
1/10/2011,Qantas Airways,Macau,0,0,0,0,10,0,2011,10,A201
1/10/2011,Qantas Airways,Malaysia,0,0,0,0,0,0,2011,10,A201
1/10/2011,Qantas Airways,New Caledonia,2604,3.826,0.31,2131,19.656,1.715,2011,10,A201
1/10/2011,Qantas Airways,New Zealand,55871,818.391,45.69,49618,1227.607,180.843,2011,10,A201
1/10/2011,Qantas Airways,Papua New Guinea,1871,0,0,1825,0,0,2011,10,A201
1/10/2011,Qantas Airways,Philippines,3831,58.318,5.013,3482,115.168,1.572,2011,10,A201
1/10/2011,Qantas Airways,Singapore,48707,1600.467,115.308,33980,1525.528,124.571,2011,10,A201
1/10/2011,Qantas Airways,South Africa,7418,134.407,4.652,6439,47.56,8.359,2011,10,A201
1/10/2011,Qantas Airways,Thailand,3508,100.94,0.86,2767,64.416,12.266,2011,10,A201
1/10/2011,Qantas Airways,UK,17876,449.02,93.56,11656,99.034,91.216,2011,10,A201
1/10/2011,Qantas Airways,USA,48488,2130.654,263.888,39543,276.001,112.374,2011,10,A201
1/10/2011,Qantas Airways,Vietnam,0,0,0,0,0,0,2011,10,A201
1/10/2011,Qatar Airways,Qatar,7552,345.414,6.947,4640,518.814,0.023,2011,10,A210
1/10/2011,Singapore Airlines,New Zealand,0,481.988,0,0,807.697,0,2011,10,A225
1/10/2011,Singapore Airlines,Singapore,123294,7621.502,272.16,98762,3463.811,0.57,2011,10,A225
1/10/2011,South African Airways,South Africa,7009,60.506,1.414,6136,220.953,1.542,2011,10,A231
1/10/2011,United Airlines,USA,21156,0.127,126.771,15747,395.978,6.665,2011,10,A262
1/10/2011,Vietnam Airlines,Vietnam,12603,594.693,0,10111,213.687,0,2011,10,A267
1/10/2011,Virgin Atlantic Airways,Hong Kong (SAR),4563,505.276,0,3831,174.275,0,2011,10,A272
1/10/2011,Virgin Atlantic Airways,UK,3278,51.809,0,2123,23.738,0,2011,10,A272
1/10/2011,Virgin Australia,Fiji,16734,1.05,0,16100,10.042,0,2011,10,A273
1/10/2011,Virgin Australia,Indonesia,24622,0,0,22840,0,0,2011,10,A273
1/10/2011,Virgin Australia,New Zealand,40696,61.103,0,37692,51.076,0,2011,10,A273
1/10/2011,Virgin Australia,Papua New Guinea,1776,0.608,0,1972,15.943,0,2011,10,A273
1/10/2011,Virgin Australia,Solomon Islands,594,0,0,695,4.668,0,2011,10,A273
1/10/2011,Virgin Australia,Thailand,2555,0,0,2183,0,0,2011,10,A273
1/10/2011,Virgin Australia,Tonga,1080,2.199,0,868,1.535,0,2011,10,A273
1/10/2011,Virgin Australia,Vanuatu,2576,4.813,0,2317,9.253,0,2011,10,A273
1/11/2011,Aerolineas Argentinas,Argentina,1450,7.5,1.022,994,33.244,0,2011,11,A007
1/11/2011,Aerolineas Argentinas,New Zealand,654,34.599,0,1450,40.665,0,2011,11,A007
1/11/2011,Air Canada,Canada,6080,307.891,31,5938,175.864,22.15,2011,11,A016
1/11/2011,Air China,China,12947,349.21,36.705,12067,235.583,4.23,2011,11,A020
1/11/2011,Air Mauritius,Mauritius,2012,51.488,0.038,1962,38.86,0,2011,11,A040
1/11/2011,Air New Zealand,Cook Islands,649,0.765,0,712,5.81,0,2011,11,A042
1/11/2011,Air New Zealand,New Zealand,95510,1932.049,253.845,97600,1721.815,3.709,2011,11,A042
1/11/2011,Asiana Airlines,Korea,5873,146.805,20.116,6470,120.716,0,2011,11,A070
1/11/2011,British Airways,Singapore,3611,99.264,0,2436,73.693,0,2011,11,A135
1/11/2011,British Airways,Thailand,2700,19.331,0,2707,21.885,0,2011,11,A135
1/11/2011,British Airways,UK,7479,491.343,89.265,6501,223.157,0,2011,11,A135
1/11/2011,China Airlines,New Zealand,1691,52.464,0,3054,100.841,0,2011,11,A088
1/11/2011,China Airlines,Taiwan,5056,153.723,35.222,6984,86.061,0.309,2011,11,A088
1/11/2011,China Eastern Airlines,China,11995,253.801,34.035,11860,162.071,2.541,2011,11,A091
1/11/2011,China Southern Airlines,China,24163,1107.567,63.793,27275,164.255,28.447,2011,11,A095
1/11/2011,Emirates,Malaysia,2820,0.855,0,3178,3.541,0,2011,11,A109
1/11/2011,Emirates,New Zealand,24875,2025.218,0,24386,742.692,0,2011,11,A109
1/11/2011,Emirates,Singapore,8700,148.654,0,8744,487.669,0,2011,11,A109
1/11/2011,Emirates,Thailand,4497,16.433,0,3592,13.644,0,2011,11,A109
1/11/2011,Emirates,United Arab Emirates,55134,2992.695,109.661,53338,2384.873,0,2011,11,A109
1/11/2011,Etihad Airways,Singapore,964,37.176,0,1076,61.104,0,2011,11,A111
1/11/2011,Etihad Airways,United Arab Emirates,20572,841.74,92.465,18300,1016.723,28.065,2011,11,A111
1/11/2011,Eva Air,Taiwan,1441,100.514,9.122,1597,39.744,0,2011,11,A112
1/11/2011,Garuda Indonesia,Indonesia,25944,718.453,17.146,27127,210.848,0.062,2011,11,A121
1/11/2011,Hainan Airlines,China,1827,65.92,0,2013,12.41,0,2011,11,A128
1/11/2011,Hawaiian Airlines,USA,4859,18.258,5.215,4992,21.183,0,2011,11,A134
1/11/2011,Japan Airlines,Japan,6099,145.787,162.847,5751,105.739,0,2011,11,A147
1/11/2011,Korean Air,Korea,13259,666.573,108.745,14042,527.224,2.989,2011,11,A159
1/11/2011,Malaysia Airlines,China,0,283.271,0,0,0,0,2011,11,A186
